timestamp,q0,q1,q2,q3,roll,pitch,yaw
6721919275,0.99423884,-0.09615574,-0.04707327,0.00522550,11.044,5.429,359.923
6741919375,0.99423884,-0.09615574,-0.04707327,0.00522550,11.044,5.429,359.923
6761919475,0.99417984,-0.09667450,-0.04725946,0.00519961,11.105,5.450,359.931
6781919550,0.99410751,-0.09714348,-0.04780509,0.00529828,11.159,5.513,359.928
6801919675,0.99410751,-0.09714348,-0.04780509,0.00529828,11.159,5.513,359.928
6821919775,0.99410751,-0.09714348,-0.04780509,0.00529828,11.159,5.513,359.928
6841919875,0.99404787,-0.09765965,-0.04799607,0.00527358,11.219,5.535,359.936
6861919975,0.99397544,-0.09812391,-0.04853513,0.00537183,11.273,5.598,359.934
6881920075,0.99397544,-0.09812391,-0.04853513,0.00537183,11.273,5.598,359.934
6901920175,0.99397544,-0.09812391,-0.04853513,0.00537183,11.273,5.598,359.934
6921920275,0.99391439,-0.09864664,-0.04872821,0.00534594,11.333,5.619,359.942
6941920375,0.99384208,-0.09910398,-0.04926136,0.00544434,11.386,5.681,359.939
6961920475,0.99384208,-0.09910398,-0.04926136,0.00544434,11.386,5.681,359.939
6981920575,0.99384208,-0.09910398,-0.04926136,0.00544434,11.386,5.681,359.939
7001920675,0.99377986,-0.09963034,-0.04945741,0.00541803,11.447,5.703,359.947
7021920775,0.99370682,-0.10008674,-0.04998975,0.00551665,11.500,5.765,359.945
7041920875,0.99370682,-0.10008674,-0.04998975,0.00551665,11.500,5.765,359.945
